CREATE TABLE `leads` (
  `Lead` varchar(4) DEFAULT NULL,
  `Qualifying Opportunity` varchar(22) DEFAULT NULL,
  `Last Name` varchar(13) DEFAULT NULL,
  `Company Name` varchar(35) DEFAULT NULL,
  `Created On` varchar(14) DEFAULT NULL,
  `Email Address` varchar(35) DEFAULT NULL,
  `Industry` varchar(19) DEFAULT NULL,
  `Website` varchar(29) DEFAULT NULL,
  `Owning User` varchar(11) DEFAULT NULL,
  `Lead Source` varchar(17) DEFAULT NULL,
  `Status Reason` varchar(20) DEFAULT NULL,
  `Mobile` varchar(12) DEFAULT NULL
) 


INSERT INTO `leads` (`Lead`, `Qualifying Opportunity`, `Last Name`, `Company Name`, `Created On`, `Email Address`, `Industry`, `Website`, `Owning User`, `Lead Source`, `Status Reason`, `Mobile`) VALUES
('3288', '25552', 'Johnson', 'Baltimore Markets', '21/11/19 00:09', 'DonaldCJohnson@einrot.com', 'Education', 'EqualForum.com', '1001', 'Trade Show', 'Contact in Future', '662-767-5725'),
('2023', '24287', 'Wright', 'Sunny\'s Surplus', '21/11/19 00:09', 'BrendaHWright@teleworm.us', 'Manufacturing', 'TennisBrand.com', '1006', 'Employee Referral', 'Contact in Future', '386-761-8046'),
('3740', '26004', 'Dibiase', 'Audio Visions', '21/11/19 00:09', 'KellyDDibiase@gustr.com', 'Service Provider', 'Rankingalerts.com', '1009', 'Cold Call', 'Contacted', '478-369-5077'),
('3741', '26005', 'Frisby', 'Huffman and Boyle', '21/11/19 00:09', 'ShannonDFrisby@einrot.com', 'Service Provider', 'InsuranceNames.com', '1003', 'Sales Mail Alias', 'Not Contacted', '309-863-5505'),
('4558', '26822', 'Jennings', 'Roberd\'s', '20/11/19 00:09', 'JasonAJennings@armyspy.com', 'Communications', 'TripBusiness.com', '1011', 'Employee Referral', 'Contact in Future', '850-431-3811'),
('4559', '26823', 'Kramer', 'Sistemos', '20/11/19 00:09', 'DeniseJKramer@teleworm.us', 'Service Provider', 'ElectricTablet.com', '1008', 'Cold Call', 'Lost Lead', '517-521-1621'),
('3293', '25557', 'Ruiz', 'Tradewell', '20/11/19 00:09', 'JoseKRuiz@gustr.com', 'Education', 'SemiClean.com', '1002', 'Online Store', 'Contact in Future', '936-299-7014'),
('3294', '25558', 'Cochran', 'Thalhimers', '20/11/19 00:09', 'BeverlyLCochran@einrot.com', 'Communications', 'StrictlyCoupons.com', '1006', 'Advertisement', 'Lost Lead', '719-256-9302'),
('2028', '24292', 'Khan', 'Integra Investment Plan', '20/11/19 00:09', 'ClarenceBKhan@rhyta.com', 'Technology', 'TechnicalPlay.com', '1002', 'Advertisement', 'Contact in Future', '714-566-2098'),
('2029', '24293', 'Caver', 'Linens \'n Things', '20/11/19 00:09', 'LouieJCaver@dayrep.com', 'Communications', 'PrintingReview.com', '1004', 'Public Relations', 'Lost Lead', '817-420-0645'),
('3742', '26006', 'Bettencourt', 'Dun Rite Lawn Maintenance', '11/11/19 00:09', 'JovitaLBettencourt@armyspy.com', 'Service Provider', 'PrizeHoldings.com', '1010', 'Cold Call', 'Pre Qualified', '207-691-4195'),
('2039', '24303', 'McGonagle', 'Belle Lady', '11/11/19 00:09', 'JamesCMcGonagle@teleworm.us', 'Pharma', 'CelebMarketing.com', '1001', 'Public Relations', 'Contacted', '609-936-1558'),
('2041', '24305', 'Newton', 'Life Map', '11/11/19 00:09', 'RobbieRNewton@einrot.com', 'Government/Military', 'PrivateWorth.com', '1009', 'Cold Call', 'Contact in Future', '716-567-1396'),
('2043', '24307', 'Yu', 'Delchamps', '11/11/19 00:09', 'SamAYu@teleworm.us', 'Pharma', 'MobileMusical.com', '1001', 'Cold Call', 'Junk Lead', '678-369-2961'),
('3743', '26007', 'Rico', 'Monk Home Loans', '11/11/19 00:09', 'WilliamMRico@rhyta.com', 'IT Services', 'BulkRetailer.com', '1008', 'External Referral', 'Contact in Future', '907-280-6714'),
('3744', '26008', 'Harris', 'Child World', '11/11/19 00:09', 'RafaelEHarris@gustr.com', 'Financial Services', 'YouExit.com', '1004', 'External Referral', 'Contacted', '810-442-7364'),
('3745', '26009', 'Hernandez', 'The Jolly Farmer', '11/11/19 00:09', 'CharlesBHernandez@jourrapide.com', 'Service Provider', 'InsuranceVerified.com', '1004', 'Cold Call', 'Junk Lead', '580-440-3190'),
('3746', '26010', 'Grimmer', 'Musicland', '11/11/19 00:09', 'JennyHGrimmer@rhyta.com', 'Financial Services', 'DifferentGeneration.com', '1008', 'Cold Call', 'Attempted to Contact', '252-597-3248'),
('3747', '26011', 'Rios', 'Big Daddy\'s Restaurants', '11/11/19 00:09', 'TraceySRios@teleworm.us', 'Technology', 'DiscountFlow.com', '1004', 'External Referral', 'Pre Qualified', '501-239-4389'),
('3748', '26012', 'Markham', 'Ransohoffs', '11/11/19 00:09', 'AlexanderAMarkham@armyspy.com', 'IT Services', 'FuneralTradeShow.com', '1008', 'Cold Call', 'Contact in Future', '518-834-8984'),
('3749', '26013', 'Lankford', 'Wealthy Ideas', '11/11/19 00:09', 'JonathanHLankford@gustr.com', 'Technology', 'TallPlayer.com', '1010', 'Online Store', 'Lost Lead', '662-388-6055'),
('3750', '26014', 'Glover', 'Freedom Map', '11/11/19 00:09', 'PamelaAGlover@fleckens.hu', 'Government/Military', 'PierHotels.com', '1001', 'Partner', 'Not Contacted', '614-297-8625'),
('3751', '26015', 'Jackson', 'Eden Lawn Service', '11/11/19 00:09', 'LindaRJackson@jourrapide.com', 'IT Services', 'GamingAlarm.com', '1008', 'External Referral', 'Pre Qualified', '559-588-9949'),
('3752', '26016', 'Garza', 'Landskip Yard Service', '11/11/19 00:09', 'MartinLGarza@einrot.com', 'Communications', 'SternReview.com', '1003', 'Cold Call', 'Contact in Future', '814-861-9834'),
('3753', '26017', 'Miller', 'Lionel Kiddie City', '11/11/19 00:09', 'GilbertBMiller@armyspy.com', 'Pharma', 'CardKickers.com', '1010', 'Sales Mail Alias', 'Contacted', '970-526-6989'),
('3754', '26018', 'Nicoletti', 'Reliable Guidance', '11/11/19 00:09', 'SherryCNicoletti@rhyta.com', 'Manufacturing', 'BloggerLookup.com', '1003', 'Web Research', 'Junk Lead', '937-274-4604'),
('3755', '26019', 'Simkins', 'Alladin\'s Lamp', '11/11/19 00:09', 'WilliamCSimkins@teleworm.us', 'Service Provider', 'SocialTranslation.com', '1009', 'Advertisement', 'Attempted to Contact', '559-616-7132'),
('3756', '26020', 'Troupe', 'Wholesale Club Inc.', '11/11/19 00:09', 'MichealJTroupe@armyspy.com', 'Government/Military', 'HandHockey.com', '1001', 'Employee Referral', 'Pre Qualified', '615-957-7545'),
('2477', '24741', 'Marin', 'Atlas Realty', '11/11/19 00:09', 'RobertJMarin@rhyta.com', 'Consulting', 'GameDayAccessories.com', '1008', 'Web Research', 'Pre Qualified', '580-753-6429'),
('3757', '26021', 'Wieland', 'Casual Corner', '11/11/19 00:09', 'LuellaCWieland@jourrapide.com', 'Technology', 'Waxville.com', '1010', 'Public Relations', 'Contact in Future', '310-732-6990'),
('2478', '24742', 'Oddo', 'Erol\'s', '11/11/19 00:09', 'DaneMOddo@superrito.com', 'Education', 'BeachBenefit.com', '1006', 'Sales Mail Alias', 'Contact in Future', '716-684-0125'),
('3758', '26022', 'Pacheco', 'Practi-Plan Mapping', '11/11/19 00:09', 'DoraRPacheco@gustr.com', 'Pharma', 'SaveSearches.com', '1002', 'Cold Call', 'Lost Lead', '443-567-7518'),
('2479', '24743', 'Dambrosio', 'StopGrey', '11/11/19 00:09', 'MaureenMDambrosio@superrito.com', 'Government/Military', 'ForumChats.com', '1006', 'Web Research', 'Contacted', '304-940-1224'),
('3759', '26023', 'Westbrook', 'Morrie Mages', '11/11/19 00:09', 'JessicaRWestbrook@teleworm.us', 'Government/Military', 'DealerSpiff.com', '1008', 'Public Relations', 'Contacted', '702-508-7900'),
('2480', '24744', 'Dupre', 'John Plain', '11/11/19 00:09', 'ThomasLDupre@armyspy.com', 'Pharma', 'BlogBoulevard.com', '1001', 'Cold Call', 'Junk Lead', '916-374-2154'),
('3760', '26024', 'McKinney', 'Scott Ties', '11/11/19 00:09', 'JonathanCMcKinney@jourrapide.com', 'Communications', 'ForwardDrop.com', '1007', 'Partner', 'Pre Qualified', '615-391-8792'),
('2481', '24745', 'Rich', 'Quality Event Planner', '11/11/19 00:09', 'CynthiaJRich@armyspy.com', 'Consulting', 'TexasOralSurgeons.com', '1002', 'Web Research', 'Attempted to Contact', '951-242-4016'),
('3761', '26025', 'Ramey', 'Crafts Canada', '11/11/19 00:09', 'PaulORamey@superrito.com', 'Communications', 'DogMakeup.com', '1003', 'Online Store', 'Contact in Future', '310-706-4944'),
('2482', '24746', 'Dill', 'Bell Markets', '11/11/19 00:09', 'CindyJDill@jourrapide.com', 'Manufacturing', 'PrankTank.com', '1004', 'Online Store', 'Pre Qualified', '336-705-6255'),
('3762', '26026', 'Keller', 'Audio Visions', '11/11/19 00:09', 'AdaBKeller@armyspy.com', 'Government/Military', 'MagazineAlert.com', '1010', 'Advertisement', 'Contacted', '334-632-6265'),
('2483', '24747', 'Wooten', 'Planetbiz', '11/11/19 00:09', 'CrystalNWooten@rhyta.com', 'Pharma', 'ShaggyFurniture.com', '1002', 'Trade Show', 'Contact in Future', '253-535-9296'),
('2484', '24748', 'Hill', 'Great American Music', '11/11/19 00:09', 'AndrewHHill@teleworm.us', 'Consulting', 'ChestPimples.com', '1008', 'External Referral', 'Lost Lead', '701-443-9105'),
('2485', '24749', 'Medina', 'Showbiz Pizza Place', '11/11/19 00:09', 'DianaJMedina@rhyta.com', 'Manufacturing', 'BlindCheck.com', '1004', 'Web Research', 'Not Contacted', '267-354-8913'),
('2486', '24750', 'Jones', 'A+ Investments', '11/11/19 00:09', 'JoellaNJones@dayrep.com', 'IT Services', 'AlmostFriends.com', '1004', 'Cold Call', 'Pre Qualified', '304-359-0656'),
('2487', '24751', 'Harrison', 'Sportmart', '11/11/19 00:09', 'ElizabethRHarrison@jourrapide.com', 'Service Provider', 'SolarSeason.com', '1006', 'Advertisement', 'Contact in Future', '781-506-4429'),
('2488', '24752', 'Thomas', 'MacMarr Stores', '11/11/19 00:09', 'LuannAThomas@rhyta.com', 'Service Provider', 'PrintingMaps.com', '1002', 'External Referral', 'Contacted', '907-835-2480'),
('2489', '24753', 'Heasley', 'Turtle\'s Records & Tapes', '11/11/19 00:09', 'TimothyDHeasley@teleworm.us', 'Education', 'AccountParty.com', '1001', 'Cold Call', 'Junk Lead', '574-596-4694'),
('2490', '24754', 'Foster', 'Tradewell', '11/11/19 00:09', 'JamesVFoster@superrito.com', 'Financial Services', 'AffordableSalon.com', '1008', 'Advertisement', 'Attempted to Contact', '863-884-4430'),
('2491', '24755', 'Hamilton', 'Quality Merchant Services', '11/11/19 00:09', 'RonaldMHamilton@rhyta.com', 'Manufacturing', 'BaseballBracket.com', '1009', 'Trade Show', 'Pre Qualified', '702-737-4553'),
('2492', '24756', 'Johnson', 'Levitz Furniture', '11/11/19 00:09', 'LuisCJohnson@dayrep.com', 'Communications', 'IndieCasting.com', '1006', 'Partner', 'Contact in Future', '870-693-5729'),
('2493', '24757', 'Sroka', 'Video Concepts', '11/11/19 00:09', 'StevenDSroka@armyspy.com', 'Pharma', 'ScottsdaleChurches.com', '1005', 'Public Relations', 'Lost Lead', '770-947-5922'),
('2494', '24758', 'Smith', 'Rainbow Records', '11/11/19 00:09', 'MichaelCSmith@jourrapide.com', 'Service Provider', 'DollarMenus.com', '1006', 'Trade Show', 'Contacted', '610-859-2242'),
('2495', '24759', 'Moore', 'Today\'s Man', '11/11/19 00:09', 'ElizabethMMoore@fleckens.hu', 'Consulting', 'VisaProtection.com', '1011', 'Cold Call', 'Pre Qualified', '412-398-4252'),
('2496', '24760', 'Biggerstaff', 'Piccolo Mondo', '11/11/19 00:09', 'GeorgeMBiggerstaff@jourrapide.com', 'Technology', 'SlamLounge.com', '1008', 'Cold Call', 'Contact in Future', '951-757-1964'),
('2497', '24761', 'Sweet', 'W. Bell & Co.', '11/11/19 00:09', 'StevenSSweet@jourrapide.com', 'Education', 'MobileChapel.com', '1001', 'Employee Referral', 'Contacted', '516-721-5470'),
('4569', '26833', 'Reilly', 'Audio Aid', '11/11/19 00:09', 'JackieMReilly@einrot.com', 'Government/Military', 'CocktailCoupons.com', '1003', 'Advertisement', 'Contacted', '515-395-0371'),
('4571', '26835', 'Roark', 'Food Giant', '11/11/19 00:09', 'VanessaMRoark@dayrep.com', 'IT Services', 'GreenBarber.com', '1011', 'Web Research', 'Contact in Future', '516-373-1315'),
('4573', '26837', 'Jones', 'CompuAdd', '11/11/19 00:09', 'EricDJones@gustr.com', 'Government/Military', 'BargainHeads.com', '1002', 'Partner', 'Junk Lead', '207-929-0098'),
('3304', '25568', 'Dubois', 'Hoyden', '11/11/19 00:09', 'LindsayRDubois@rhyta.com', 'Government/Military', 'BlockTaxes.com', '1008', 'Employee Referral', 'Contacted', '301-272-5595'),
('3306', '25570', 'Smith', 'Nan Duskin', '11/11/19 00:09', 'PatrickJSmith@jourrapide.com', 'Government/Military', 'KaraokeBands.com', '1003', 'Partner', 'Contact in Future', '513-351-2181'),
('3308', '25572', 'Gruber', 'A+ Electronics', '11/11/19 00:09', 'EdwardJGruber@gustr.com', 'IT Services', 'EastTribune.com', '1009', 'Sales Mail Alias', 'Junk Lead', '909-930-1292'),
('2506', '24770', 'Downs', 'Planet Profit', '10/11/19 00:09', 'AugustinaIDowns@rhyta.com', 'Consulting', 'GroovyDiscounts.com', '1008', 'Online Store', 'Contacted', '917-222-0965'),
('2498', '24762', 'Cordova', 'Webcom Business Services', '10/11/19 00:09', 'CharlesACordova@teleworm.us', 'Technology', 'ScottsdaleWebsites.com', '1006', 'Advertisement', 'Junk Lead', '917-888-4767'),
('2499', '24763', 'Arnold', 'Wise Appraisals', '10/11/19 00:09', 'RobertCArnold@gustr.com', 'IT Services', 'EugeneAttractions.com', '1009', 'Advertisement', 'Attempted to Contact', '360-371-8743'),
('2500', '24764', 'Duckett', 'Cala Foods', '10/11/19 00:09', 'FlorenceGDuckett@teleworm.us', 'IT Services', 'VoipVentures.com', '1007', 'Sales Mail Alias', 'Pre Qualified', '631-737-5437'),
('2501', '24765', 'Padilla', 'Present Company', '10/11/19 00:09', 'DonnaKPadilla@dayrep.com', 'Education', 'OnMaternity.com', '1001', 'Partner', 'Contact in Future', '281-325-7201'),
('2502', '24766', 'Abrams', 'Polk Brothers', '10/11/19 00:09', 'AnthonyTAbrams@superrito.com', 'Government/Military', 'CaptureInfo.com', '1008', 'External Referral', 'Lost Lead', '989-695-4925'),
('2503', '24767', 'Martin', 'Quickbiz', '10/11/19 00:09', 'LarrySMartin@jourrapide.com', 'Technology', 'ToyAdvantage.com', '1009', 'Public Relations', 'Contacted', '765-674-4367'),
('2504', '24768', 'Whelan', 'Discount Furniture Showcase', '10/11/19 00:09', 'DickDWhelan@jourrapide.com', 'Pharma', 'ReligiousCounselor.com', '1004', 'Cold Call', 'Not Contacted', '718-401-0415'),
('2505', '24769', 'Lawerence', 'David Weis', '10/11/19 00:09', 'MichaelKLawerence@superrito.com', 'Pharma', 'NewsOutreach.com', '1011', 'Public Relations', 'Contact in Future', '765-245-8244'),
('3763', '26027', 'George', 'L.L. Berger', '10/11/19 00:09', 'JamesBGeorge@einrot.com', 'Technology', 'TwilightCruises.com', '1008', 'Advertisement', 'Junk Lead', '214-549-0749'),
('3764', '26028', 'Pendergrass', 'Cherry & Webb', '10/11/19 00:09', 'AlbertCPendergrass@superrito.com', 'Pharma', 'DotComBoard.com', '1001', 'External Referral', 'Attempted to Contact', '404-808-1749'),
('3765', '26029', 'Johnson', 'Susie\'s Casuals', '10/11/19 00:09', 'VirgieRJohnson@dayrep.com', 'Manufacturing', 'GreenTraditions.com', '1001', 'Public Relations', 'Pre Qualified', '828-283-8708'),
('3766', '26030', 'Green', 'Hastings', '10/11/19 00:09', 'MarthaWGreen@superrito.com', 'Manufacturing', 'ExpensiveCities.com', '1006', 'Sales Mail Alias', 'Contact in Future', '505-707-0362'),
('3767', '26031', 'Gilbert', 'Music Plus', '10/11/19 00:09', 'JohnMGilbert@armyspy.com', 'Education', 'DailyBranding.com', '1007', 'External Referral', 'Lost Lead', '816-728-2942'),
('3768', '26032', 'Mann', 'Excella', '10/11/19 00:09', 'DortheyEMann@rhyta.com', 'Consulting', 'GourmetOffer.com', '1007', 'Web Research', 'Contacted', '907-823-4191'),
('3769', '26033', 'Roberts', 'Tee Town', '10/11/19 00:09', 'RobertTRoberts@superrito.com', 'Pharma', 'WarrantyContracts.com', '1002', 'Partner', 'Not Contacted', '501-203-7269'),
('3770', '26034', 'Urena', 'Thompson', '10/11/19 00:09', 'RobertAUrena@gustr.com', 'Education', 'AdvertisingPhones.com', '1004', 'Advertisement', 'Contact in Future', '917-586-5503'),
('3771', '26035', 'Jones', 'E.J. Korvette', '10/11/19 00:09', 'NicoleEJones@rhyta.com', 'Communications', 'Gymville.com', '1010', 'Sales Mail Alias', 'Contacted', '859-278-8327'),
('2510', '24774', 'Ahner', 'Yesterday\'s Records', '8/11/19 00:09', 'DanielAAhner@einrot.com', 'Service Provider', 'ConditioningTrainer.com', '1009', 'Sales Mail Alias', 'Contact in Future', '352-403-4074'),
('2509', '24773', 'Siegel', 'Source Club', '8/11/19 00:09', 'RodneyKSiegel@rhyta.com', 'Government/Military', 'ReplacementJob.com', '1005', 'Public Relations', 'Pre Qualified', '850-599-3832'),
('2508', '24772', 'Eastep', 'The Polka Dot Bear Tavern', '8/11/19 00:09', 'WandaAEastep@cuvox.de', 'Manufacturing', 'APIVentures.com', '1010', 'Online Store', 'Attempted to Contact', '815-304-1590'),
('2507', '24771', 'Ramirez', 'Wherehouse Music', '8/11/19 00:09', 'OscarERamirez@cuvox.de', 'Financial Services', 'NightlifeCulture.com', '1003', 'Cold Call', 'Junk Lead', '201-278-0463'),
('3775', '26039', 'Brandt', 'Destiny Realty Solutions', '8/11/19 00:09', 'MiriamTBrandt@teleworm.us', 'Pharma', 'StylishGal.com', '1011', 'Partner', 'Contact in Future', '781-935-8592'),
('3774', '26038', 'Gibson', 'Architectural Genie', '8/11/19 00:09', 'JamesAGibson@gustr.com', 'Service Provider', 'FlowerReport.com', '1004', 'External Referral', 'Pre Qualified', '229-420-9376'),
('3773', '26037', 'Avila', 'Adaptas', '8/11/19 00:09', 'SusanJAvila@rhyta.com', 'Service Provider', 'DontLoan.com', '1006', 'Online Store', 'Attempted to Contact', '989-948-6880'),
('3772', '26036', 'Ashford', 'Signa Air', '8/11/19 00:09', 'AdamVAshford@einrot.com', 'IT Services', 'SpeedTraveling.com', '1005', 'Web Research', 'Junk Lead', '484-430-1865'),
('3778', '26042', 'Cline', 'Crown Auto Parts', '6/11/19 00:09', 'HelenCCline@rhyta.com', 'Manufacturing', 'NetworkingNut.com', '1011', 'Cold Call', 'Not Contacted', '401-885-8612'),
('4610', '26874', 'Addison', 'Tweeter', '6/11/19 00:09', 'LaneMAddison@dayrep.com', 'Government/Military', 'VoipVentures.com', '1011', 'Trade Show', 'Attempted to Contact', '906-488-8332'),
('4611', '26875', 'Mitchell', 'De Pinna', '6/11/19 00:09', 'GuyPMitchell@superrito.com', 'Service Provider', 'PublicAttack.com', '1009', 'Advertisement', 'Pre Qualified', '602-331-2022'),
('4621', '26885', 'Locke', 'Newhair', '6/11/19 00:09', 'HaroldALocke@gustr.com', 'Education', 'PaperReport.com', '1011', 'Cold Call', 'Contact in Future', '925-674-6783'),
('3345', '25609', 'Dugan', 'Tianguis', '6/11/19 00:09', 'EdwardADugan@einrot.com', 'Manufacturing', 'CubanExpeditions.com', '1008', 'External Referral', 'Attempted to Contact', '225-242-5908'),
('3346', '25610', 'Young', 'Custom Sound', '6/11/19 00:09', 'DorisRYoung@fleckens.hu', 'Consulting', 'HTMLHelpers.com', '1010', 'Employee Referral', 'Pre Qualified', '240-624-8522'),
('3356', '25620', 'Herbert', 'Independent Investors', '6/11/19 00:09', 'StephenLHerbert@fleckens.hu', 'Technology', 'BargainCaps.com', '1011', 'Advertisement', 'Contact in Future', '502-485-0398'),
('2080', '24344', 'Wright', 'Big Star Markets', '6/11/19 00:09', 'VelmaNWright@rhyta.com', 'Communications', 'CertifiedVoIP.com', '1006', 'Cold Call', 'Attempted to Contact', '703-704-3098'),
('2081', '24345', 'Reichel', 'P. Samuels Men\'s Clothiers', '6/11/19 00:09', 'GeorgePReichel@superrito.com', 'Technology', 'RoofingSquad.com', '1010', 'Online Store', 'Pre Qualified', '858-780-8479'),
('2091', '24355', 'Fitzgerald', 'Geri\'s Hamburgers', '6/11/19 00:09', 'RenitaRFitzgerald@gustr.com', 'Technology', 'ValuationStock.com', '1001', 'Web Research', 'Contact in Future', '601-284-3982'),
('3776', '26040', 'Yazzie', 'Gemco', '6/11/19 00:09', 'AndrewMYazzie@rhyta.com', 'Communications', 'BaldStore.com', '1001', 'Sales Mail Alias', 'Lost Lead', '941-714-4730'),
('3777', '26041', 'Wilson', 'Mr. AG\'s', '6/11/19 00:09', 'TaraAWilson@gustr.com', 'Pharma', 'TextIdentity.com', '1004', 'Cold Call', 'Contacted', '760-642-7096'),
('2511', '', 'Kenyon', 'Prestigabiz', '6/11/19 00:09', 'KellyWKenyon@jourrapide.com', 'Pharma', 'ToyAppraisers.com', '1002', 'Web Research', 'Lost Lead', '606-341-4570'),
('2512', '24776', 'Buckley', 'Planet Profit', '6/11/19 00:09', 'BettyABuckley@einrot.com', 'Pharma', 'ManGrip.com', '1007', 'Partner', 'Contacted', '610-608-9186'),
('2513', '24777', 'Foulks', 'The Flying Hippo', '6/11/19 00:09', 'RonMFoulks@armyspy.com', 'Education', 'LatinoBars.com', '1006', 'Public Relations', 'Not Contacted', '317-385-6070'),
('3779', '26043', 'Maxwell', 'Honest Air Group', '27/10/19 00:08', 'WendyJMaxwell@superrito.com', 'Communications', 'SimpleInsanity.com', '1006', 'Trade Show', 'Pre Qualified', '864-947-0769'),
('2515', '24779', 'McEachin', 'Ellman\'s Catalog Showrooms', '27/10/19 00:08', 'LeSMcEachin@einrot.com', 'Pharma', 'ClinicalApps.com', '1006', 'Public Relations', 'Contacted', '724-966-5576'),
('2514', '24778', 'Washburn', 'New World Realty', '27/10/19 00:08', 'JessieMWashburn@dayrep.com', 'Communications', 'ContestSeeker.com', '1009', 'Employee Referral', 'Pre Qualified', '631-389-9218'),
('3780', '26044', 'Cheng', 'Cut Above', '27/10/19 00:08', 'RaySCheng@gustr.com', 'Service Provider', 'VoiceOptics.com', '1001', 'Cold Call', 'Contacted', '415-921-5621'),
('2519', '24783', 'Sanders', 'Two Pesos', '25/10/19 00:08', 'MatthewVSanders@rhyta.com', 'Education', 'PayrollCut.com', '1003', 'Employee Referral', 'Contact in Future', '908-878-0161'),
('3782', '26046', 'Weber', 'Chandler\'s', '25/10/19 00:08', 'JanieMWeber@rhyta.com', 'Manufacturing', 'EncyclopediaChannel.com', '1007', 'Online Store', 'Attempted to Contact', '339-970-9304'),
('3783', '26047', 'Sample', 'Heslop\'s', '25/10/19 00:08', 'JoanBSample@gustr.com', 'Pharma', 'LandscapingDigest.com', '1004', 'Advertisement', 'Pre Qualified', '425-831-1520'),
('3784', '26048', 'Potts', 'Maloley\'s Finer Foods', '25/10/19 00:08', 'JosephJPotts@armyspy.com', 'Technology', 'GPSBusiness.com', '1011', 'External Referral', 'Contact in Future', '262-247-5583'),
('2516', '24780', 'Long', 'd.e.m.o.', '25/10/19 00:08', 'GreggDLong@einrot.com', 'Financial Services', 'GreenSurprise.com', '1005', 'Sales Mail Alias', 'Junk Lead', '224-730-0786'),
('2517', '24781', 'Mason', 'Ulbrich\'s', '25/10/19 00:08', 'JanetEMason@cuvox.de', 'Communications', 'SetRules.com', '1009', 'Trade Show', 'Attempted to Contact', '401-255-1323'),
('2518', '24782', 'Courtright', 'K\'s Merchandise', '25/10/19 00:08', 'DennisSCourtright@fleckens.hu', 'Financial Services', 'WirelessBarcelona.com', '1004', 'Web Research', 'Pre Qualified', '440-367-4537'),
('3781', '26045', 'Harbin', 'Complete Tech', '25/10/19 00:08', 'DavidGHarbin@cuvox.de', 'IT Services', 'PhysicianBook.com', '1005', 'External Referral', 'Junk Lead', '918-203-3134'),
('2520', '24784', 'Martins', 'Adaptas', '24/10/19 00:08', 'ConnieHMartins@fleckens.hu', 'Communications', 'NationalTracker.com', '1004', 'Online Store', 'Lost Lead', '312-346-4313'),
('3787', '26051', 'Reardon', 'Builderama', '24/10/19 00:08', 'DebraSReardon@rhyta.com', 'Government/Military', 'GetPipes.com', '1004', 'Public Relations', 'Not Contacted', '802-468-3607'),
('3786', '26050', 'Tapia', 'Monlinks', '24/10/19 00:08', 'RobertPTapia@teleworm.us', 'Manufacturing', 'SubmitApps.com', '1009', 'Partner', 'Contacted', '360-433-0915'),
('2521', '24785', 'Hickmon', 'Cut Rite', '24/10/19 00:08', 'EllisMHickmon@dayrep.com', 'Pharma', 'PumpkinSearch.com', '1006', 'Advertisement', 'Contacted', '318-719-9667'),
('2522', '24786', 'Nieto', 'Casual Corner', '24/10/19 00:08', 'JeanieMNieto@rhyta.com', 'Technology', 'HelloEmail.com', '1007', 'Partner', 'Not Contacted', '805-858-2895'),
('3785', '26049', 'Howard', 'Klopfenstein\'s', '24/10/19 00:08', 'BrittanyBHoward@dayrep.com', 'Consulting', 'CoupleCamp.com', '1011', 'Cold Call', 'Lost Lead', '618-616-9481'),
('2526', '24790', 'Hutchings', 'Wetson\'s', '14/10/19 00:08', 'RichardEHutchings@superrito.com', 'Service Provider', 'SimplifyAccounting.com', '1001', 'Trade Show', 'Attempted to Contact', '850-882-1171'),
('2525', '24789', 'Hess', 'Waves Music', '14/10/19 00:08', 'VictorKHess@rhyta.com', 'Service Provider', 'MetricCash.com', '1001', 'Partner', 'Junk Lead', '630-483-1086'),
('2524', '24788', 'Ruth', 'Mr. Clark\'s Appliances', '14/10/19 00:08', 'DavidTRuth@dayrep.com', 'Communications', 'NetworkingProfiles.com', '1010', 'Online Store', 'Contact in Future', '785-933-1570'),
('2523', '24787', 'Contreras', 'House of Gas', '14/10/19 00:08', 'CleoLContreras@gustr.com', 'Consulting', 'CamSupplier.com', '1002', 'Partner', 'Pre Qualified', '510-886-1057'),
('3801', '26065', 'Wulff', 'Odyssey Records & Tapes', '14/10/19 00:08', 'RichardRWulff@armyspy.com', 'Communications', 'PoliticalBlogging.com', '1003', 'Advertisement', 'Pre Qualified', '317-546-0332'),
('3788', '26052', 'Hare', 'Plan Future', '14/10/19 00:08', 'PatriciaGHare@fleckens.hu', 'Consulting', 'ThursdayTV.com', '1007', 'Sales Mail Alias', 'Pre Qualified', '740-937-2634'),
('2530', '24794', 'Sutton', 'P. Samuels Men\'s Clothiers', '14/10/19 00:08', 'AnthonyKSutton@rhyta.com', 'Education', 'WeeklyNumbers.com', '1011', 'Web Research', 'Contacted', '904-558-1504'),
('2531', '', 'Hanks', 'Multicerv', '14/10/19 00:08', 'SheldonJHanks@cuvox.de', 'Government/Military', 'NightlifeCritic.com', '1004', 'External Referral', 'Not Contacted', '970-244-4447'),
('2532', '24796', 'Warnock', 'Eli Moore Inc', '14/10/19 00:08', 'AmyHWarnock@gustr.com', 'Financial Services', 'EquityInsiders.com', '1004', 'External Referral', 'Pre Qualified', '618-843-5845'),
('2534', '24798', 'Ferguson', 'Simply Appraisals', '14/10/19 00:08', 'TravisKFerguson@teleworm.us', 'Consulting', 'ConcreteSale.com', '1009', 'Public Relations', 'Contacted', '415-695-8456'),
('2533', '24797', 'Ames', 'On Cue', '14/10/19 00:08', 'EdwardWAmes@jourrapide.com', 'Communications', 'LeasePromo.com', '1008', 'Advertisement', 'Contact in Future', '509-472-0781'),
